,match_id,date,venue,city,team1,team2,toss_winner,toss_decision,winner,team1_player1,team2_player1,team1_player2,team2_player2,team1_player3,team2_player3,team1_player4,team2_player4,team1_player5,team2_player5,team1_player6,team2_player6,team1_player7,team2_player7,team1_player8,team2_player8,team1_player9,team2_player9,team1_player10,team2_player10,team1_player11,team2_player11
71,4704,2023-11-16,"Eden Gardens, Kolkata",Kolkata,South Africa,Australia,0,bat,1,Q de Kock,TM Head,T Bavuma,DA Warner,HE van der Dussen,MR Marsh,AK Markram,SPD Smith,H Klaasen,M Labuschagne,DA Miller,GJ Maxwell,M Jansen,JP Inglis,G Coetzee,MA Starc,KA Maharaj,PJ Cummins,K Rabada,A Zampa,T Shamsi,JR Hazlewood
72,4705,2023-11-19,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India,Australia,1,field,1,RG Sharma,DA Warner,Shubman Gill,TM Head,V Kohli,MR Marsh,SS Iyer,SPD Smith,KL Rahul,M Labuschagne,RA Jadeja,GJ Maxwell,SA Yadav,JP Inglis,Mohammed Shami,MA Starc,JJ Bumrah,PJ Cummins,Kuldeep Yadav,A Zampa,Mohammed Siraj,JR Hazlewood
73,2531,2007-03-13,"Sabina Park, Kingston",Jamaica,West Indies,Pakistan,1,field,0,CH Gayle,Imran Nazir,S Chanderpaul,Mohammad Hafeez,RR Sarwan,Younis Khan,MN Samuels,Mohammad Yousuf,BC Lara,Inzamam-ul-Haq,DJ Bravo,Shoaib Malik,D Ramdin,Kamran Akmal,DR Smith,Naved-ul-Hasan,JE Taylor,Iftikhar Anjum,DBL Powell,Umar Gul,CD Collymore,Danish Kaneria
74,2532,2007-03-14,"Warner Park, Basseterre",St Kitts,Australia,Scotland,1,field,0,AC Gilchrist,DF Watts,ML Hayden,RM Haq,RT Ponting,NS Poonia,MJ Clarke,RR Watson,BJ Hodge,GM Hamilton,MEK Hussey,DR Brown,SR Watson,CJO Smith,GB Hogg,CM Wright,NW Bracken,GA Rogers,SW Tait,PJC Hoffmann,GD McGrath,JAR Blain
75,2534,2007-03-15,"Queen's Park Oval, Port of Spain",Trinidad,Bermuda,Sri Lanka,1,bat,1,CJ Smith,WU Tharanga,OL Pitcher,ST Jayasuriya,S Mukuddem,DPMD Jayawardene,DL Hemp,KC Sangakkara,IH Romaine,LPC Silva,JJ Tucker,TM Dilshan,DA Minors,MF Maharoof,LOB Cann,RP Arnold,DCC Borden,M Muralitharan,KAD Hurdle,WPUJC Vaas,RDM Leverock,SL Malinga
76,2537,2007-03-16,"Warner Park, Basseterre",St Kitts,Netherlands,South Africa,0,field,1,B Zuiderent,AB de Villiers,DJ Reekers,GC Smith,AN Kervezee,JH Kallis,RN ten Doeschate,HH Gibbs,DLS van Bunge,MV Boucher,ES Szwarczynski,AG Prince,TBM de Leede,JM Kemp,PW Borren,SM Pollock,LP van Troost,AJ Hall,WF Stelling,CK Langeveldt,J Smits,A Nel
77,2536,2007-03-16,"Beausejour Stadium, Gros Islet",St Lucia,England,New Zealand,1,field,1,EC Joyce,L Vincent,MP Vaughan,SP Fleming,IR Bell,LRPL Taylor,KP Pietersen,SB Styris,PD Collingwood,CD McMillan,A Flintoff,JDP Oram,JWM Dalrymple,BB McCullum,PA Nixon,DL Vettori,LE Plunkett,JEC Franklin,JM Anderson,SE Bond,MS Panesar,JS Patel
78,2538,2007-03-17,"Queen's Park Oval, Port of Spain",Trinidad,Bangladesh,India,1,bat,0,Tamim Iqbal,SC Ganguly,Shahriar Nafees,V Sehwag,Mushfiqur Rahim,RV Uthappa,Aftab Ahmed,SR Tendulkar,Shakib Al Hasan,R Dravid,Habibul Bashar,Yuvraj Singh,Mohammad Ashraful,MS Dhoni,Mohammad Rafique,Harbhajan Singh,Mashrafe Mortaza,AB Agarkar,Abdur Razzak,Z Khan,Syed Rasel,MM Patel
79,2539,2007-03-17,"Sabina Park, Kingston",Jamaica,Ireland,Pakistan,0,field,0,JP Bray,Imran Nazir,WTS Porterfield,Mohammad Hafeez,EJG Morgan,Younis Khan,NJ O'Brien,Mohammad Yousuf,AC Botha,Inzamam-ul-Haq,KJ O'Brien,Shoaib Malik,AR White,Kamran Akmal,WK McCallan,Azhar Mahmood,DT Johnston,Mohammad Sami,D Langford-Smith,Iftikhar Anjum,WB Rankin,Umar Gul
80,2540,2007-03-18,"Warner Park, Basseterre",St Kitts,Australia,Netherlands,0,bat,0,AC Gilchrist,B Zuiderent,ML Hayden,DJ Reekers,RT Ponting,AN Kervezee,MJ Clarke,RN ten Doeschate,BJ Hodge,LP van Troost,MEK Hussey,DLS van Bunge,SR Watson,TBM de Leede,GB Hogg,PW Borren,NW Bracken,J Smits,SW Tait,Adeel Raja,GD McGrath,MBS Jonkman
81,2541,2007-03-18,"Beausejour Stadium, Gros Islet",St Lucia,Canada,England,0,field,1,JM Davison,EC Joyce,GEF Barnett,MP Vaughan,A Bagai,IR Bell,IS Billcliff,KP Pietersen,AM Samad,PD Collingwood,AA Mulla,RS Bopara,DR Chumney,JWM Dalrymple,S Dhaniram,PA Nixon,GR Codrington,LE Plunkett,U Bhatti,JM Anderson,AC Cummins,MS Panesar
82,2542,2007-03-19,"Queen's Park Oval, Port of Spain",Trinidad,Bermuda,India,0,field,1,OL Pitcher,RV Uthappa,SD Outerbridge,SC Ganguly,DCC Borden,V Sehwag,DL Hemp,MS Dhoni,IH Romaine,Yuvraj Singh,JJ Tucker,SR Tendulkar,DA Minors,R Dravid,LOB Cann,AB Agarkar,KAD Hurdle,A Kumble,RDM Leverock,Z Khan,MO Jones,MM Patel
83,2543,2007-03-19,"Sabina Park, Kingston",Jamaica,West Indies,Zimbabwe,0,field,0,CH Gayle,V Sibanda,S Chanderpaul,F Kasteni,RR Sarwan,CJ Chibhabha,MN Samuels,BRM Taylor,BC Lara,S Matsikenyeri,DJ Bravo,SC Williams,DR Smith,E Chigumbura,D Ramdin,P Utseya,JE Taylor,T Mupariwa,DBL Powell,CB Mpofu,CD Collymore,AJ Ireland
84,2545,2007-03-20,"Warner Park, Basseterre",St Kitts,Scotland,South Africa,1,field,1,DF Watts,GC Smith,RM Haq,AB de Villiers,RR Watson,AG Prince,GM Hamilton,JM Kemp,NFI McCallum,SM Pollock,DR Brown,JH Kallis,CJO Smith,HH Gibbs,JAR Blain,MV Boucher,PJC Hoffmann,AJ Hall,GA Rogers,CK Langeveldt,JD Nel,M Ntini
85,2544,2007-03-20,"Beausejour Stadium, Gros Islet",St Lucia,Kenya,New Zealand,0,field,1,MA Ouma,L Vincent,DO Obuya,SP Fleming,RD Shah,LRPL Taylor,SO Tikolo,SB Styris,T Mishra,CD McMillan,CO Obuya,JDP Oram,TM Odoyo,BB McCullum,JK Kamande,DL Vettori,LN Onyango,JEC Franklin,PJ Ongondo,SE Bond,HA Varaiya,MJ Mason
86,2546,2007-03-21,"Queen's Park Oval, Port of Spain",Trinidad,Bangladesh,Sri Lanka,0,field,1,Tamim Iqbal,WU Tharanga,Shahriar Nafees,ST Jayasuriya,Mushfiqur Rahim,DPMD Jayawardene,Aftab Ahmed,KC Sangakkara,Shakib Al Hasan,LPC Silva,Habibul Bashar,RP Arnold,Mohammad Ashraful,TM Dilshan,Mashrafe Mortaza,M Muralitharan,Mohammad Rafique,WPUJC Vaas,Abdur Razzak,SL Malinga,Syed Rasel,MF Maharoof
87,2547,2007-03-21,"Sabina Park, Kingston",Jamaica,Pakistan,Zimbabwe,1,field,0,Kamran Akmal,V Sibanda,Imran Nazir,CJ Chibhabha,Shoaib Malik,F Kasteni,Inzamam-ul-Haq,BRM Taylor,Mohammad Yousuf,S Matsikenyeri,Younis Khan,E Chigumbura,Shahid Afridi,SC Williams,Mohammad Sami,GB Brent,Iftikhar Anjum,P Utseya,Umar Gul,T Mupariwa,Danish Kaneria,CB Mpofu
88,2549,2007-03-22,"Warner Park, Basseterre",St Kitts,Netherlands,Scotland,0,field,0,B Zuiderent,NS Poonia,DJ Reekers,RM Haq,ES Szwarczynski,RR Watson,RN ten Doeschate,GM Hamilton,DLS van Bunge,DR Brown,TBM de Leede,NFI McCallum,MBS Jonkman,CJO Smith,WF Stelling,CM Wright,PW Borren,JAR Blain,J Smits,GA Rogers,Mohammad Kashif,PJC Hoffmann
89,2548,2007-03-22,"Beausejour Stadium, Gros Islet",St Lucia,Canada,New Zealand,0,field,1,JM Davison,L Vincent,GEF Barnett,SP Fleming,A Bagai,PG Fulton,IS Billcliff,SB Styris,AM Samad,CD McMillan,AA Mulla,JDP Oram,S Dhaniram,BB McCullum,U Bhatti,DL Vettori,AC Cummins,DR Tuffey,KT Sandher,JS Patel,H Osinde,MJ Mason
90,2550,2007-03-23,"Queen's Park Oval, Port of Spain",Trinidad,India,Sri Lanka,0,field,1,RV Uthappa,WU Tharanga,SC Ganguly,ST Jayasuriya,V Sehwag,DPMD Jayawardene,SR Tendulkar,KC Sangakkara,R Dravid,LPC Silva,Yuvraj Singh,TM Dilshan,MS Dhoni,RP Arnold,AB Agarkar,WPUJC Vaas,Harbhajan Singh,M Muralitharan,Z Khan,SL Malinga,MM Patel,CRD Fernando
91,2551,2007-03-23,"Sabina Park, Kingston",Jamaica,West Indies,Ireland,1,bat,0,CH Gayle,JP Bray,S Chanderpaul,WTS Porterfield,RR Sarwan,EJG Morgan,MN Samuels,NJ O'Brien,BC Lara,AC Botha,DJ Bravo,KJ O'Brien,DR Smith,AR White,D Ramdin,WK McCallan,IDR Bradshaw,JF Mooney,JE Taylor,D Langford-Smith,DBL Powell,WB Rankin
92,2552,2007-03-24,"Warner Park, Basseterre",St Kitts,Australia,South Africa,1,field,0,AC Gilchrist,GC Smith,ML Hayden,AB de Villiers,RT Ponting,JH Kallis,MJ Clarke,HH Gibbs,A Symonds,AG Prince,MEK Hussey,MV Boucher,SR Watson,JM Kemp,GB Hogg,SM Pollock,NW Bracken,AJ Hall,SW Tait,CK Langeveldt,GD McGrath,M Ntini
93,2553,2007-03-24,"Beausejour Stadium, Gros Islet",St Lucia,England,Kenya,1,bat,0,EC Joyce,MA Ouma,MP Vaughan,RD Shah,IR Bell,AO Suji,KP Pietersen,SO Tikolo,PD Collingwood,T Mishra,A Flintoff,CO Obuya,RS Bopara,TM Odoyo,PA Nixon,JK Kamande,JM Anderson,LN Onyango,MS Panesar,PJ Ongondo,SI Mahmood,HA Varaiya
94,2554,2007-03-25,"Queen's Park Oval, Port of Spain",Trinidad,Bangladesh,Bermuda,0,field,0,Tamim Iqbal,SD Outerbridge,Shahriar Nafees,OL Pitcher,Aftab Ahmed,DCC Borden,Shakib Al Hasan,DL Hemp,Mohammad Ashraful,IH Romaine,Mushfiqur Rahim,DA Minors,Habibul Bashar,LOB Cann,Mohammad Rafique,JJ Tucker,Mashrafe Mortaza,KAD Hurdle,Abdur Razzak,S Mukuddem,Syed Rasel,RDM Leverock
95,2555,2007-03-27,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,Australia,0,field,1,CH Gayle,AC Gilchrist,S Chanderpaul,ML Hayden,RR Sarwan,RT Ponting,MN Samuels,MJ Clarke,BC Lara,A Symonds,DJ Bravo,MEK Hussey,D Ramdin,SR Watson,DR Smith,GB Hogg,JE Taylor,NW Bracken,DBL Powell,SW Tait,CD Collymore,GD McGrath
96,2556,2007-03-28,Providence Stadium,Guyana,South Africa,Sri Lanka,1,bat,0,GC Smith,WU Tharanga,AB de Villiers,ST Jayasuriya,JH Kallis,DPMD Jayawardene,HH Gibbs,KC Sangakkara,MV Boucher,LPC Silva,JM Kemp,TM Dilshan,SM Pollock,RP Arnold,AJ Hall,MF Maharoof,RJ Peterson,WPUJC Vaas,M Ntini,SL Malinga,CK Langeveldt,M Muralitharan
97,2557,2007-03-29,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,New Zealand,1,field,1,CH Gayle,PG Fulton,S Chanderpaul,SP Fleming,RR Sarwan,HJH Marshall,MN Samuels,SB Styris,BC Lara,CD McMillan,DJ Bravo,JDP Oram,D Ramdin,BB McCullum,LMP Simmons,DL Vettori,DR Smith,JEC Franklin,DBL Powell,SE Bond,CD Collymore,MJ Mason
98,2558,2007-03-30,Providence Stadium,Guyana,England,Ireland,0,bat,0,EC Joyce,WTS Porterfield,MP Vaughan,JP Bray,IR Bell,EJG Morgan,KP Pietersen,NJ O'Brien,PD Collingwood,AC Botha,A Flintoff,KJ O'Brien,PA Nixon,DT Johnston,RS Bopara,AR White,SI Mahmood,WK McCallan,JM Anderson,D Langford-Smith,MS Panesar,WB Rankin
99,2559,2007-03-31,"Sir Vivian Richards Stadium, North Sound",Antigua,Australia,Bangladesh,0,field,0,AC Gilchrist,Tamim Iqbal,ML Hayden,Shahriar Nafees,RT Ponting,Aftab Ahmed,MJ Clarke,Shakib Al Hasan,A Symonds,Mohammad Ashraful,MEK Hussey,Habibul Bashar,SR Watson,Mashrafe Mortaza,GB Hogg,Mushfiqur Rahim,NW Bracken,Mohammad Rafique,SW Tait,Abdur Razzak,GD McGrath,Tapash Baisya
100,2560,2007-04-01,Providence Stadium,Guyana,West Indies,Sri Lanka,0,field,1,CH Gayle,WU Tharanga,DJ Bravo,ST Jayasuriya,S Chanderpaul,KC Sangakkara,BC Lara,DPMD Jayawardene,RR Sarwan,LPC Silva,MN Samuels,TM Dilshan,DR Smith,RP Arnold,D Ramdin,CRD Fernando,IDR Bradshaw,WPUJC Vaas,JE Taylor,SL Malinga,DBL Powell,M Muralitharan
101,2561,2007-04-02,"Sir Vivian Richards Stadium, North Sound",Antigua,Bangladesh,New Zealand,1,field,1,Javed Omar,PG Fulton,Tamim Iqbal,SP Fleming,Aftab Ahmed,HJH Marshall,Shakib Al Hasan,SB Styris,Habibul Bashar,CD McMillan,Mohammad Ashraful,JDP Oram,Mushfiqur Rahim,BB McCullum,Mashrafe Mortaza,DL Vettori,Mohammad Rafique,JEC Franklin,Abdur Razzak,SE Bond,Syed Rasel,MJ Mason
102,2562,2007-04-03,Providence Stadium,Guyana,Ireland,South Africa,1,field,1,JP Bray,AB de Villiers,WTS Porterfield,GC Smith,EJG Morgan,JH Kallis,NJ O'Brien,HH Gibbs,AR White,AG Prince,AC Botha,MV Boucher,DT Johnston,JM Kemp,WK McCallan,SM Pollock,PJK Mooney,AJ Hall,D Langford-Smith,CK Langeveldt,WB Rankin,M Ntini
103,2563,2007-04-04,"Sir Vivian Richards Stadium, North Sound",Antigua,England,Sri Lanka,0,field,1,EC Joyce,WU Tharanga,MP Vaughan,ST Jayasuriya,IR Bell,KC Sangakkara,KP Pietersen,DPMD Jayawardene,PD Collingwood,LPC Silva,A Flintoff,TM Dilshan,RS Bopara,RP Arnold,PA Nixon,WPUJC Vaas,SI Mahmood,SL Malinga,JM Anderson,M Muralitharan,MS Panesar,CRD Fernando
104,2564,2007-04-07,Providence Stadium,Guyana,Bangladesh,South Africa,1,field,0,Javed Omar,GC Smith,Tamim Iqbal,AB de Villiers,Habibul Bashar,JH Kallis,Shakib Al Hasan,JM Kemp,Mohammad Ashraful,AG Prince,Aftab Ahmed,MV Boucher,Mushfiqur Rahim,HH Gibbs,Mashrafe Mortaza,SM Pollock,Mohammad Rafique,A Nel,Abdur Razzak,CK Langeveldt,Syed Rasel,M Ntini
105,2565,2007-04-08,"Sir Vivian Richards Stadium, North Sound",Antigua,Australia,England,1,bat,0,AC Gilchrist,IR Bell,ML Hayden,MP Vaughan,RT Ponting,AJ Strauss,MJ Clarke,KP Pietersen,A Symonds,PD Collingwood,MEK Hussey,A Flintoff,BJ Hodge,RS Bopara,GB Hogg,PA Nixon,NW Bracken,SI Mahmood,SW Tait,MS Panesar,GD McGrath,JM Anderson
106,2566,2007-04-09,Providence Stadium,Guyana,Ireland,New Zealand,1,bat,1,WTS Porterfield,PG Fulton,JP Bray,SP Fleming,EJG Morgan,HJH Marshall,NJ O'Brien,SB Styris,KJ O'Brien,CD McMillan,DT Johnston,JDP Oram,AR White,BB McCullum,PG Gillespie,DL Vettori,WK McCallan,JEC Franklin,D Langford-Smith,SE Bond,WB Rankin,JS Patel
107,2567,2007-04-10,"National Cricket Stadium, St George's",Grenada,West Indies,South Africa,0,field,1,CH Gayle,AB de Villiers,S Chanderpaul,GC Smith,DS Smith,JH Kallis,BC Lara,HH Gibbs,RR Sarwan,MV Boucher,DJ Bravo,SM Pollock,KA Pollard,AG Prince,D Ramdin,LE Bosman,IDR Bradshaw,AJ Hall,DBL Powell,A Nel,CD Collymore,M Ntini
108,2568,2007-04-11,"Kensington Oval, Bridgetown",Barbados,Bangladesh,England,1,field,1,Tamim Iqbal,IR Bell,Shahriar Nafees,MP Vaughan,Habibul Bashar,AJ Strauss,Mushfiqur Rahim,KP Pietersen,Shakib Al Hasan,PD Collingwood,Mohammad Ashraful,A Flintoff,Aftab Ahmed,RS Bopara,Mashrafe Mortaza,PA Nixon,Mohammad Rafique,SI Mahmood,Abdur Razzak,JM Anderson,Syed Rasel,MS Panesar
109,2569,2007-04-12,"National Cricket Stadium, St George's",Grenada,New Zealand,Sri Lanka,0,bat,1,PG Fulton,WU Tharanga,SP Fleming,ST Jayasuriya,LRPL Taylor,KC Sangakkara,SB Styris,DPMD Jayawardene,CD McMillan,LPC Silva,JDP Oram,TM Dilshan,BB McCullum,RP Arnold,DL Vettori,MF Maharoof,JEC Franklin,WPUJC Vaas,SE Bond,CRD Fernando,MR Gillespie,M Muralitharan
110,2570,2007-04-13,"Kensington Oval, Bridgetown",Barbados,Australia,Ireland,0,field,0,AC Gilchrist,JP Bray,MEK Hussey,WTS Porterfield,A Symonds,EJG Morgan,ML Hayden,NJ O'Brien,RT Ponting,KJ O'Brien,MJ Clarke,AR White,BJ Hodge,DT Johnston,GB Hogg,WK McCallan,SR Clark,JF Mooney,SW Tait,D Langford-Smith,GD McGrath,WB Rankin
111,2571,2007-04-14,"National Cricket Stadium, St George's",Grenada,New Zealand,South Africa,0,field,0,PG Fulton,GC Smith,SP Fleming,AB de Villiers,LRPL Taylor,JH Kallis,SB Styris,HH Gibbs,CD McMillan,AG Prince,JDP Oram,MV Boucher,BB McCullum,SM Pollock,DL Vettori,AJ Hall,JEC Franklin,RJ Peterson,SE Bond,A Nel,JS Patel,M Ntini
112,2572,2007-04-15,"Kensington Oval, Bridgetown",Barbados,Bangladesh,Ireland,1,bat,1,Tamim Iqbal,WTS Porterfield,Shahriar Nafees,JP Bray,Aftab Ahmed,EJG Morgan,Shakib Al Hasan,NJ O'Brien,Mohammad Ashraful,KJ O'Brien,Habibul Bashar,DT Johnston,Mushfiqur Rahim,AR White,Mashrafe Mortaza,D Langford-Smith,Mohammad Rafique,AC Botha,Abdur Razzak,WK McCallan,Shahadat Hossain,WB Rankin
113,2573,2007-04-16,"National Cricket Stadium, St George's",Grenada,Australia,Sri Lanka,1,bat,0,AC Gilchrist,WU Tharanga,ML Hayden,ST Jayasuriya,RT Ponting,KC Sangakkara,MJ Clarke,DPMD Jayawardene,A Symonds,LPC Silva,MEK Hussey,TM Dilshan,BJ Hodge,RP Arnold,GB Hogg,MF Maharoof,NW Bracken,KMDN Kulasekara,SW Tait,HMCM Bandara,GD McGrath,CRD Fernando
114,2574,2007-04-17,"Kensington Oval, Bridgetown",Barbados,England,South Africa,0,bat,1,IR Bell,AB de Villiers,MP Vaughan,GC Smith,AJ Strauss,JH Kallis,KP Pietersen,HH Gibbs,PD Collingwood,AG Prince,A Flintoff,MV Boucher,RS Bopara,JM Kemp,PA Nixon,SM Pollock,SI Mahmood,AJ Hall,MS Panesar,A Nel,JM Anderson,CK Langeveldt
115,2575,2007-04-18,"National Cricket Stadium, St George's",Grenada,Ireland,Sri Lanka,1,field,1,JP Bray,WU Tharanga,WTS Porterfield,ST Jayasuriya,AC Botha,KC Sangakkara,EJG Morgan,DPMD Jayawardene,NJ O'Brien,LPC Silva,KJ O'Brien,TM Dilshan,KED Carroll,RP Arnold,DT Johnston,MF Maharoof,WK McCallan,WPUJC Vaas,D Langford-Smith,KMDN Kulasekara,WB Rankin,M Muralitharan
116,2576,2007-04-19,"Kensington Oval, Bridgetown",Barbados,West Indies,Bangladesh,1,field,0,CH Gayle,Javed Omar,DS Smith,Tamim Iqbal,S Chanderpaul,Aftab Ahmed,MN Samuels,Shakib Al Hasan,RR Sarwan,Mohammad Ashraful,BC Lara,Habibul Bashar,DJ Bravo,Mushfiqur Rahim,D Ramdin,Mashrafe Mortaza,DBL Powell,Mohammad Rafique,CD Collymore,Abdur Razzak,JE Taylor,Syed Rasel
117,2577,2007-04-20,"National Cricket Stadium, St George's",Grenada,Australia,New Zealand,0,bat,0,AC Gilchrist,PG Fulton,ML Hayden,SP Fleming,RT Ponting,LRPL Taylor,MJ Clarke,SB Styris,MEK Hussey,CD McMillan,A Symonds,JEC Franklin,SR Watson,BB McCullum,GB Hogg,DL Vettori,NW Bracken,MR Gillespie,SW Tait,MJ Mason,GD McGrath,JS Patel
118,2578,2007-04-21,"Kensington Oval, Bridgetown",Barbados,West Indies,England,1,field,1,CH Gayle,AJ Strauss,DS Smith,MP Vaughan,BC Lara,RS Bopara,MN Samuels,KP Pietersen,RR Sarwan,PD Collingwood,S Chanderpaul,A Flintoff,DJ Bravo,JWM Dalrymple,D Ramdin,PA Nixon,JE Taylor,LE Plunkett,DBL Powell,SCJ Broad,CD Collymore,JM Anderson
119,2579,2007-04-24,"Sabina Park, Kingston",Jamaica,New Zealand,Sri Lanka,1,bat,1,PG Fulton,WU Tharanga,SP Fleming,ST Jayasuriya,LRPL Taylor,KC Sangakkara,SB Styris,DPMD Jayawardene,JDP Oram,LPC Silva,BB McCullum,TM Dilshan,CD McMillan,RP Arnold,DL Vettori,WPUJC Vaas,JEC Franklin,SL Malinga,SE Bond,M Muralitharan,JS Patel,CRD Fernando
120,2580,2007-04-25,"Beausejour Stadium, Gros Islet",St Lucia,Australia,South Africa,1,bat,0,AC Gilchrist,GC Smith,ML Hayden,AB de Villiers,RT Ponting,JH Kallis,MJ Clarke,HH Gibbs,A Symonds,AG Prince,MEK Hussey,MV Boucher,SR Watson,JM Kemp,GB Hogg,AJ Hall,NW Bracken,SM Pollock,SW Tait,A Nel,GD McGrath,CK Langeveldt
121,2581,2007-04-28,"Kensington Oval, Bridgetown",Barbados,Australia,Sri Lanka,0,bat,0,AC Gilchrist,WU Tharanga,ML Hayden,ST Jayasuriya,RT Ponting,KC Sangakkara,A Symonds,DPMD Jayawardene,SR Watson,LPC Silva,MJ Clarke,TM Dilshan,MEK Hussey,RP Arnold,GB Hogg,WPUJC Vaas,NW Bracken,SL Malinga,SW Tait,CRD Fernando,GD McGrath,M Muralitharan
122,3100,2011-02-19,Shere Bangla National Stadium,Mirpur,Bangladesh,India,0,field,1,Tamim Iqbal,V Sehwag,Imrul Kayes,SR Tendulkar,Junaid Siddique,G Gambhir,Shakib Al Hasan,V Kohli,Mushfiqur Rahim,YK Pathan,Raqibul Hasan,Yuvraj Singh,Mahmudullah,MS Dhoni,Naeem Islam,Harbhajan Singh,Abdur Razzak,Z Khan,Shafiul Islam,S Sreesanth,Rubel Hossain,MM Patel
123,3101,2011-02-20,"MA Chidambaram Stadium, Chepauk",Chennai,Kenya,New Zealand,0,bat,1,AA Obanda,MJ Guptill,SR Waters,BB McCullum,CO Obuya,JD Ryder,SO Tikolo,LRPL Taylor,MA Ouma,JEC Franklin,RR Patel,SB Styris,JK Kamande,DL Vettori,TM Odoyo,NL McCullum,NN Odhiambo,JDP Oram,SO Ngoche,TG Southee,E Otieno,HK Bennett
124,3102,2011-02-20,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,Canada,0,bat,0,WU Tharanga,R Gunasekera,TM Dilshan,JM Davison,KC Sangakkara,ZE Surkari,DPMD Jayawardene,AS Hansra,NLTC Perera,A Bagai,AD Mathews,Rizwan Cheema,CK Kapugedera,TG Gordon,TT Samaraweera,Khurram Chohan,KMDN Kulasekara,HS Baidwan,M Muralitharan,WD Balaji Rao,BAW Mendis,H Osinde
125,3103,2011-02-21,"Sardar Patel Stadium, Motera",Ahmedabad,Australia,Zimbabwe,0,bat,0,SR Watson,BRM Taylor,BJ Haddin,CK Coventry,RT Ponting,T Taibu,MJ Clarke,CR Ervine,CL White,E Chigumbura,DJ Hussey,SC Williams,SPD Smith,RW Chakabva,MG Johnson,P Utseya,SW Tait,AG Cremer,JJ Krejza,RW Price,B Lee,CB Mpofu
126,3104,2011-02-22,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,Netherlands,1,bat,0,AJ Strauss,AN Kervezee,KP Pietersen,W Barresi,IJL Trott,TLW Cooper,IR Bell,RN ten Doeschate,PD Collingwood,B Zuiderent,RS Bopara,TN de Grooth,MJ Prior,PW Borren,TT Bresnan,Mudassar Bukhari,SCJ Broad,PM Seelaar,GP Swann,BP Loots,JM Anderson,BA Westdijk
127,3105,2011-02-23,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Kenya,Pakistan,1,bat,1,MA Ouma,Mohammad Hafeez,SR Waters,Ahmed Shehzad,CO Obuya,Kamran Akmal,SO Tikolo,Younis Khan,T Mishra,Misbah-ul-Haq,RR Patel,Umar Akmal,JK Kamande,Shahid Afridi,TM Odoyo,Abdul Razzaq,NN Odhiambo,Abdur Rehman,SO Ngoche,Umar Gul,E Otieno,Shoaib Akhtar
128,3106,2011-02-24,Feroz Shah Kotla,Delhi,South Africa,West Indies,0,field,0,HM Amla,CH Gayle,GC Smith,DS Smith,JH Kallis,DM Bravo,AB de Villiers,RR Sarwan,JP Duminy,S Chanderpaul,F du Plessis,DJ Bravo,J Botha,DC Thomas,RJ Peterson,KA Pollard,M Morkel,DJG Sammy,DW Steyn,SJ Benn,Imran Tahir,KAJ Roach
129,3107,2011-02-25,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Australia,New Zealand,0,field,0,SR Watson,MJ Guptill,BJ Haddin,BB McCullum,RT Ponting,JD Ryder,MJ Clarke,LRPL Taylor,CL White,JEC Franklin,DJ Hussey,SB Styris,SPD Smith,JM How,MG Johnson,NL McCullum,JJ Krejza,DL Vettori,B Lee,TG Southee,SW Tait,HK Bennett
130,3108,2011-02-25,Shere Bangla National Stadium,Mirpur,Bangladesh,Ireland,0,bat,0,Tamim Iqbal,WTS Porterfield,Imrul Kayes,PR Stirling,Junaid Siddique,EC Joyce,Mushfiqur Rahim,NJ O'Brien,Shakib Al Hasan,AR White,Raqibul Hasan,KJ O'Brien,Mohammad Ashraful,AC Botha,Naeem Islam,JF Mooney,Shafiul Islam,DT Johnston,Abdur Razzak,GH Dockrell,Rubel Hossain,WB Rankin
131,3109,2011-02-26,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,1,bat,1,WU Tharanga,Ahmed Shehzad,TM Dilshan,Mohammad Hafeez,KC Sangakkara,Kamran Akmal,DPMD Jayawardene,Younis Khan,TT Samaraweera,Misbah-ul-Haq,LPC Silva,Umar Akmal,AD Mathews,Shahid Afridi,NLTC Perera,Abdul Razzaq,KMDN Kulasekara,Umar Gul,HMRKB Herath,Abdur Rehman,M Muralitharan,Shoaib Akhtar
132,3112,2011-02-28,Feroz Shah Kotla,Delhi,Netherlands,West Indies,0,field,1,AN Kervezee,DS Smith,W Barresi,CH Gayle,TLW Cooper,DM Bravo,RN ten Doeschate,RR Sarwan,B Zuiderent,KA Pollard,TN de Grooth,DJG Sammy,PW Borren,S Chanderpaul,Mudassar Bukhari,DC Thomas,PM Seelaar,NO Miller,BP Loots,SJ Benn,BA Westdijk,KAJ Roach
